TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;VL_VENDA_NEGOC;VL_AQUIS_NEGOC;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2026-03-31;Disponibilidades;;;21569343;;2026-09-27
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2026-03-31;Investimento no Exterior;87511624;72052957;39872899;;2026-09-27
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2026-03-31;Mercado Futuro - Posições compradas;322543332;390984547;2180412;;2026-09-27
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2026-03-31;Mercado Futuro - Posições vendidas;13062997;117215065;-1510597;;2026-09-27
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2026-03-31;Opções - Posições titulares;206895772;448322687;558850;;2026-09-27
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2026-03-31;Operações Compromissadas;;;34609425;;2026-09-27
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2026-03-31;Valores a pagar;;;68866453;;2026-09-27
CLASSES - FIF;01.578.474/0001-88;BB AÇÕES TECNOLOGIA  FUNDO DE INVESTIMENTO  FINANCEIRO RESPONSABILIDADE LIMITADA;2026-03-31;Valores a receber;;;69494835;;2026-09-27
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-03-31;Ações;5201624;6370833;46948403;;2026-09-27
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-03-31;Certificado ou recibo de depósito de valores mobiliários;;;1393210;;2026-09-27
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-03-31;Disponibilidades;;;1013;;2026-09-27
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-03-31;Opções - Posições titulares;;;412876;;2026-09-27
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-03-31;Operações Compromissadas;;;4407688;;2026-09-27
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-03-31;Outras aplicações;;;6797974;;2026-09-27
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-03-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;11701;;2026-09-27
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-03-31;Valores a pagar;;;1401497;;2026-09-27
CLASSES - FIF;01.643.271/0001-28;FCOPEL II FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-03-31;Valores a receber;;;612046;;2026-09-27
CLASSES - FIF;01.656.101/0001-88;MCR-PRINCIPAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-03-31;Disponibilidades;;;10487;;2026-09-27
CLASSES - FIF;01.656.101/0001-88;MCR-PRINCIPAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-03-31;Investimento no Exterior;;;353456315;;2026-09-27
CLASSES - FIF;01.656.101/0001-88;MCR-PRINCIPAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-03-31;Operações Compromissadas;;;1945068;;2026-09-27
CLASSES - FIF;01.656.101/0001-88;MCR-PRINCIPAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-03-31;Valores a pagar;;;498026;;2026-09-27
CLASSES - FIF;01.656.101/0001-88;MCR-PRINCIPAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2026-03-31;Valores a receber;;;30561;;2026-09-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2026-03-31;Ações;22629283;12795772;190211690;;2026-09-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2026-03-31;Ações e outros TVM cedidos em empréstimo;;;25371287;;2026-09-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2026-03-31;Certificado ou recibo de depósito de valores mobiliários;;;10728084;;2026-09-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2026-03-31;Disponibilidades;;;21304;;2026-09-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2026-03-31;Mercado Futuro - Posições compradas;;;114655;;2026-09-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2026-03-31;Opções - Posições lançadas;;;345657;;2026-09-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2026-03-31;Opções - Posições titulares;;;476008;;2026-09-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2026-03-31;Operações Compromissadas;;;10705784;;2026-09-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2026-03-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;30795;;2026-09-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2026-03-31;Valores a pagar;;;1318842;;2026-09-27
CLASSES - FIF;01.699.688/0001-02;SANTANDER IBOVESPA ATIVO INSTITUCIONAL AÇÕES - FIF RESP LIMITADA;2026-03-31;Valores a receber;;;2226224;;2026-09-27
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2026-03-31;Ações;3938000;12554126;63183955;;2026-09-27
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2026-03-31;Ações e outros TVM cedidos em empréstimo;;;20300199;;2026-09-27
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2026-03-31;Disponibilidades;;;0;;2026-09-27
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2026-03-31;Obrigações por ações e outros TVM recebidos em empréstimo;;;320089;;2026-09-27
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2026-03-31;Operações Compromissadas;;;1818068;;2026-09-27
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2026-03-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;1068;;2026-09-27
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2026-03-31;Valores a pagar;;;197853;;2026-09-27
CLASSES - FIF;01.745.808/0001-60;PAVA FUNDO DE INVESTIMENTO FINANCEIRO DE AÇÕES;2026-03-31;Valores a receber;;;445421;;2026-09-27
CLASSES - FIF;02.097.253/0001-50;SAFRA PRIVATE FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INVESTIMENTO EM AÇÕES RESP LIMITADA;2026-03-31;Ações;0;0;1547023;;2026-09-27
CLASSES - FIF;02.097.253/0001-50;SAFRA PRIVATE FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INVESTIMENTO EM AÇÕES RESP LIMITADA;2026-03-31;Brazilian Depository Receipt - BDR;0;0;27976;;2026-09-27
CLASSES - FIF;02.097.253/0001-50;SAFRA PRIVATE FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INVESTIMENTO EM AÇÕES RESP LIMITADA;2026-03-31;Certificado ou recibo de depósito de valores mobiliários;0;0;74423;;2026-09-27
CLASSES - FIF;02.343.288/0001-22;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MAINÁ;2026-03-31;Cotas de Fundos;;;1156802014;;2026-09-27
CLASSES - FIF;02.343.288/0001-22;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MAINÁ;2026-03-31;Operações Compromissadas;;;6049396;;2026-09-27
CLASSES - FIF;02.343.288/0001-22;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MAINÁ;2026-03-31;Valores a pagar;;;2117342;;2026-09-27
CLASSES - FIF;02.343.288/0001-22;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MAINÁ;2026-03-31;Valores a receber;;;3019372;;2026-09-27
CLASSES - FIF;02.436.763/0001-05;SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2026-03-31;Cotas de Fundos;;;108731408;;2026-09-27
CLASSES - FIF;02.436.763/0001-05;SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2026-03-31;Disponibilidades;;;5000;;2026-09-27
CLASSES - FIF;02.436.763/0001-05;SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2026-03-31;Valores a pagar;;;218910;;2026-09-27
CLASSES - FIF;02.436.763/0001-05;SANTANDER SELEÇÃO CRESCIMENTO SENIOR AÇÕES - CLASSE DE INVESTIMENTO EM COTAS DE FIF RESP LIMITADA;2026-03-31;Valores a receber;;;266840;;2026-09-27
CLASSES - FIF;02.895.694/0001-06;FRANKLIN VALOR E LIQUIDEZ FVL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2026-03-31;Ações;16306380;22843335;77939875;;2026-09-27
CLASSES - FIF;02.895.694/0001-06;FRANKLIN VALOR E LIQUIDEZ FVL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2026-03-31;Brazilian Depository Receipt - BDR;;;8713143;;2026-09-27
CLASSES - FIF;02.895.694/0001-06;FRANKLIN VALOR E LIQUIDEZ FVL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2026-03-31;Certificado ou recibo de depósito de valores mobiliários;;;3384419;;2026-09-27
CLASSES - FIF;02.895.694/0001-06;FRANKLIN VALOR E LIQUIDEZ FVL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2026-03-31;Disponibilidades;;;1005;;2026-09-27
CLASSES - FIF;02.895.694/0001-06;FRANKLIN VALOR E LIQUIDEZ FVL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2026-03-31;Valores a pagar;;;2238468;;2026-09-27
CLASSES - FIF;02.895.694/0001-06;FRANKLIN VALOR E LIQUIDEZ FVL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2026-03-31;Valores a receber;;;515718;;2026-09-27
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2026-03-31;Ações;387959;156431298;711250710;;2026-09-27
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2026-03-31;Ações e outros TVM cedidos em empréstimo;;;965247465;;2026-09-27
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2026-03-31;Certificado ou recibo de depósito de valores mobiliários;0;0;28403932;;2026-09-27
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2026-03-31;Disponibilidades;;;2000;;2026-09-27
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2026-03-31;Operações Compromissadas;;;2551305;;2026-09-27
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2026-03-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;0;0;966;;2026-09-27
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2026-03-31;Valores a pagar;;;386327;;2026-09-27
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2026-03-31;Valores a receber;;;24739086;;2026-09-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2026-03-31;Ações;0;0;7330069;;2026-09-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2026-03-31;Ações e outros TVM cedidos em empréstimo;;;166021;;2026-09-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2026-03-31;Certificado ou recibo de depósito de valores mobiliários;;;337740;;2026-09-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2026-03-31;Compras a termo a receber;;;2859240;;2026-09-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2026-03-31;Obrigações por ações e outros TVM recebidos em empréstimo;;;387520;;2026-09-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2026-03-31;Operações Compromissadas;;;997629;;2026-09-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2026-03-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;41146;;2026-09-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2026-03-31;Valores a pagar;;;3420530;;2026-09-27
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2026-03-31;Valores a receber;;;101970;;2026-09-27
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2026-03-31;Ações;15650603;19791111;44533135;;2026-09-27
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2026-03-31;Certificado ou recibo de depósito de valores mobiliários;0;0;2088359;;2026-09-27
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2026-03-31;Disponibilidades;;;1000;;2026-09-27
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2026-03-31;Mercado Futuro - Posições compradas;;;136279;;2026-09-27
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2026-03-31;Mercado Futuro - Posições vendidas;;;7986;;2026-09-27
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2026-03-31;Opções - Posições lançadas;;;81690;;2026-09-27
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2026-03-31;Opções - Posições titulares;;;206628;;2026-09-27
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2026-03-31;Operações Compromissadas;;;6949475;;2026-09-27
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2026-03-31;Valores a pagar;;;102615;;2026-09-27
CLASSES - FIF;03.897.077/0001-02;BAHIA AM II FIF - CLASSE DE INVESTIMENTO EM AÇÕES - RESP LIMITADA;2026-03-31;Valores a receber;;;830129;;2026-09-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2026-03-31;Ações;0;0;11131977;;2026-09-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2026-03-31;Cotas de Fundos;;;1193950;;2026-09-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2026-03-31;Debêntures;;;122827;;2026-09-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2026-03-31;Operações Compromissadas;;;4722658;;2026-09-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2026-03-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;578534;;2026-09-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2026-03-31;Valores a pagar;;;14300;;2026-09-27
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2026-03-31;Valores a receber;;;42876;;2026-09-27
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2026-03-31;Ações;150704;646565;21002028;;2026-09-27
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2026-03-31;Ações e outros TVM cedidos em empréstimo;;;5768851;;2026-09-27
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2026-03-31;Brazilian Depository Receipt - BDR;;;710030;;2026-09-27
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2026-03-31;Certificado ou recibo de depósito de valores mobiliários;;;4545600;;2026-09-27
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2026-03-31;Disponibilidades;;;28768;;2026-09-27
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2026-03-31;Investimento no Exterior;;;2826239;;2026-09-27
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2026-03-31;Operações Compromissadas;;;2029721;;2026-09-27
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2026-03-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;692923;;2026-09-27
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2026-03-31;Valores a pagar;;;139991;;2026-09-27
CLASSES - FIF;04.068.453/0001-00;WARM FUNDO DE INVESTIMENTO FINANCEIRO EM ACOES;2026-03-31;Valores a receber;;;583593;;2026-09-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2026-03-31;Ações;111989;20436628;262184931;;2026-09-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2026-03-31;Ações e outros TVM cedidos em empréstimo;;;185589512;;2026-09-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2026-03-31;Certificado ou recibo de depósito de valores mobiliários;;;18641156;;2026-09-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2026-03-31;Disponibilidades;;;24255;;2026-09-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2026-03-31;Mercado Futuro - Posições compradas;;;143568;;2026-09-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2026-03-31;Operações Compromissadas;;;1154362;;2026-09-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2026-03-31;Outros valores mobiliários registrados na CVM objeto de oferta pública;;;68222;;2026-09-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2026-03-31;Valores a pagar;;;1268114;;2026-09-27
CLASSES - FIF;04.073.702/0001-56;SANTANDER IBrX AÇÕES - FIF RESP LIMITADA;2026-03-31;Valores a receber;;;5655943;;2026-09-27
CLASSES - FIF;04.088.125/0001-76;BRADESCO PRIVATE FIF - CLASSE DE INVESTIMENTO EM AÇÕES IBOVESPA ATIVO - RESP LIMITADA;2026-03-31;Cotas de Fundos;;;7833523;;2026-09-27
CLASSES - FIF;04.088.125/0001-76;BRADESCO PRIVATE FIF - CLASSE DE INVESTIMENTO EM AÇÕES IBOVESPA ATIVO - RESP LIMITADA;2026-03-31;Disponibilidades;;;10000;;2026-09-27
CLASSES - FIF;04.088.125/0001-76;BRADESCO PRIVATE FIF - CLASSE DE INVESTIMENTO EM AÇÕES IBOVESPA ATIVO - RESP LIMITADA;2026-03-31;Operações Compromissadas;;;66718;;2026-09-27
CLASSES - FIF;04.088.125/0001-76;BRADESCO PRIVATE FIF - CLASSE DE INVESTIMENTO EM AÇÕES IBOVESPA ATIVO - RESP LIMITADA;2026-03-31;Valores a pagar;;;16636;;2026-09-27
CLASSES - FIF;04.088.125/0001-76;BRADESCO PRIVATE FIF - CLASSE DE INVESTIMENTO EM AÇÕES IBOVESPA ATIVO - RESP LIMITADA;2026-03-31;Valores a receber;;;0;;2026-09-27
CLASSES - FIF;04.195.359/0001-12;EXECUTIVE TOP FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2026-03-31;Ações;1098280;3807257;8844978;;2026-09-27
