TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;DT_VENC;TITULO_POSFX;CD_INDEXADOR_POSFX;DS_INDEXADOR_POSFX;PR_INDEXADOR_POSFX;PR_CUPOM_POSFX;PR_TAXA_PREFX;TITULO_CETIP;TITULO_GARANTIA;CNPJ_INSTITUICAO_FINANC_COOBR
FI;00.322.699/0001-06;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO LONGO PRAZO EXECUTIVO;2023-08-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;4.000000;13112220.94;;;PJ;00.864.214/0001-06;ENERGISA SA;2024-07-23;S;DI1;DI de um dia;100.000000;1.800000;;S;N;
FI;00.322.699/0001-06;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO LONGO PRAZO EXECUTIVO;2023-08-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;8409.000000;8614987.97;;;PJ;00.001.180/0001-26;ELETROBRAS;2024-06-20;S;DI1;DI de um dia;100.000000;1.350000;;S;N;
FI;00.322.699/0001-06;BRADESCO H FUNDO DE INVESTIMENTO RENDA FIXA REFERENCIADO DI CRÉDITO PRIVADO LONGO PRAZO EXECUTIVO;2023-08-31;Títulos de Crédito Privado;Nota Promissória/ Commercial Paper/ Export Note;N;Para negociação;;;;;13.000000;25446039.53;;;PJ;02.998.611/0001-04;CTEEP - CIA TRA;2024-05-06;S;DI1;DI de um dia;100.000000;1.250000;;S;N;
FI;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;1178.000000;1234759.53;;;PJ;06.981.180/0001-16;CEMIG DISTRIBUIÇÃO S.A.;2026-05-15;S;DI1;DI de um dia;100.000000;2.050000;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;1450.000000;1511143.68;;2023-11-29;PJ;16.676.520/0001-59;HOSP MATER DEI;2028-11-03;S;DI1;DI de um dia;100.000000;1.600000;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;1777.000000;2031770.34;;2023-11-29;PJ;35.593.905/0001-05;CONCESSIONARIA;2023-09-14;S;DI1;DI de um dia;100.000000;1.199999;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;72.000000;109130.39;;2023-11-29;PJ;33.014.556/0001-96;LOJAS AMERIC;2023-09-18;S;DI1;DI de um dia;100.000000;0.735687;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;189.000000;286467.27;;2023-11-29;PJ;33.014.556/0001-96;LOJAS AMERIC;2023-09-18;S;DI1;DI de um dia;100.000000;1.300395;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;58.000000;87965.56;;2023-11-29;PJ;33.014.556/0001-96;LOJAS AMERIC;2023-09-30;S;DI1;DI de um dia;100.000000;1.306533;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;210.000000;318495.97;;2023-11-29;PJ;33.014.556/0001-96;LOJAS AMERIC;2023-09-30;S;DI1;DI de um dia;100.000000;0.846821;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;2525.000000;2680477.47;;2023-11-29;PJ;33.376.989/0001-91;IRB BRASIL RESS;2023-10-15;S;DI1;DI de um dia;100.000000;3.350000;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;1105.000000;1173040.64;;2023-11-29;PJ;33.376.989/0001-91;IRB BRASIL RESS;2023-10-15;S;DI1;DI de um dia;100.000000;3.287333;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;836.000000;395198.86;;2023-11-29;PJ;60.444.437/0001-46;LIGHT PARTICIPA;2024-04-15;S;DI1;DI de um dia;100.000000;1.238161;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;561.000000;265199.23;;2023-11-29;PJ;60.444.437/0001-46;LIGHT PARTICIPA;2024-04-15;S;DI1;DI de um dia;100.000000;1.452971;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;1236.000000;583452.94;;2023-11-29;PJ;60.444.437/0001-46;LIGHT PARTICIPA;2024-04-15;S;DI1;DI de um dia;100.000000;12.415580;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;944.000000;445614.54;;2023-11-29;PJ;60.444.437/0001-46;LIGHT PARTICIPA;2024-04-15;S;DI1;DI de um dia;100.000000;29.498476;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;240.000000;253248.43;;2023-11-29;PJ;02.509.491/0001-26;ECOVIAS IMIGRAN;2024-04-17;S;DI1;DI de um dia;100.000000;0.977824;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;569.000000;600409.82;;2023-11-29;PJ;02.509.491/0001-26;ECOVIAS IMIGRAN;2024-04-17;S;DI1;DI de um dia;100.000000;1.265078;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;143.000000;32180.10;;2023-11-29;PJ;11.916.849/0001-26;OURO;2024-06-04;S;DI1;DI de um dia;100.000000;13.855243;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;4969.000000;1118202.05;;2023-11-29;PJ;11.916.849/0001-26;OURO;2024-06-04;S;DI1;DI de um dia;100.000000;0.744310;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;233.000000;52433.30;;2023-11-29;PJ;11.916.849/0001-26;OURO;2024-06-04;S;DI1;DI de um dia;100.000000;14.013674;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;1253.000000;421941.00;;2023-11-29;PJ;05.197.443/0001-38;HAPVIDA PARTICI;2024-07-10;S;DI1;DI de um dia;109.000000;0.095545;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;1487.000000;757591.02;;2023-11-29;PJ;04.370.282/0001-70;COPEL GERACAO T;2024-07-15;S;DI1;DI de um dia;109.000000;0.026427;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;2634.000000;2658672.96;;2023-11-29;PJ;02.800.026/0001-40;KROTON EDUC SA;2024-08-20;S;DI1;DI de um dia;100.000000;2.764069;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;300.000000;105943.16;;2023-11-29;PJ;01.616.929/0001-02;SANEAGO;2024-09-23;S;DI1;DI de um dia;100.000000;1.449333;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;4000.000000;1412575.48;;2023-11-29;PJ;01.616.929/0001-02;SANEAGO;2024-09-23;S;DI1;DI de um dia;100.000000;1.199999;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;1614.000000;761672.74;;2023-11-29;PJ;60.444.437/0001-46;LIGHT PARTICIPA;2024-10-15;S;DI1;DI de um dia;100.000000;1.221621;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;28.000000;286946.41;;2023-11-29;PJ;61.486.650/0001-83;DASA;2024-12-10;S;DI1;DI de um dia;110.500000;0.201570;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;1455.000000;1475138.82;;2023-11-29;PJ;45.242.914/0001-05;CA MODAS S.A.;2025-05-20;S;DI1;DI de um dia;100.000000;2.014743;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;776.000000;534948.26;;2023-11-29;PJ;06.347.409/0001-65;SBF COM PROD;2025-05-25;S;DI1;DI de um dia;100.000000;2.310000;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;185.000000;127532.77;;2023-11-29;PJ;06.347.409/0001-65;SBF COM PROD;2025-05-25;S;DI1;DI de um dia;100.000000;2.948127;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;1000.000000;1012174.27;;2023-11-29;PJ;42.937.550/0001-81;VERT-11 COMPANH;2025-07-18;S;DI1;DI de um dia;100.000000;1.457610;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;508.000000;514062.44;;2023-11-29;PJ;08.343.492/0001-20;MRV ENGENHARIA;2025-08-24;S;DI1;DI de um dia;100.000000;2.406489;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;943.000000;1012939.74;;2023-11-29;PJ;02.919.555/0001-67;ARTERIS SA;2025-09-15;S;DI1;DI de um dia;100.000000;2.424008;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;191.000000;207233.49;;2023-11-29;PJ;16.614.075/0001-00;DIRECIONAL ENG.;2025-09-21;S;DI1;DI de um dia;100.000000;2.849999;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;685.000000;520657.78;;2023-11-29;PJ;01.616.929/0001-02;SANEAGO;2025-11-27;S;DI1;DI de um dia;100.000000;2.472932;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;490.000000;526316.67;;2023-11-29;PJ;32.681.371/0001-72;VIX LOGISTICA S;2026-03-15;S;DI1;DI de um dia;100.000000;2.688998;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;1830.000000;1932026.55;;2023-11-29;PJ;02.762.121/0001-04;SANTOS BRAS;2026-03-25;S;DI1;DI de um dia;100.000000;1.249572;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;224.000000;236488.50;;2023-11-29;PJ;02.762.121/0001-04;SANTOS BRAS;2026-03-25;S;DI1;DI de um dia;100.000000;1.260326;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;146.000000;1524093.33;;2023-11-29;PJ;10.835.932/0001-08;CELPE;2026-04-15;S;DI1;DI de um dia;111.000000;0.460823;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;3657.000000;4447759.96;;2023-11-29;PJ;01.838.723/0001-27;BRF S.A.;2026-04-30;S;IAP;Índice de Preços ao Consumidor Amplo (IPCA/IBGE);100.000000;5.628884;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;199.000000;135939.53;;2023-11-29;PJ;33.041.260/0652-90;VIA VAREJO;2026-04-30;S;DI1;DI de um dia;100.000000;20.353592;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;99.000000;67628.21;;2023-11-29;PJ;33.041.260/0652-90;VIA VAREJO;2026-04-30;S;DI1;DI de um dia;100.000000;21.060481;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;1509.000000;1568932.23;;2023-11-29;PJ;06.057.223/0001-71;ASSAI;2026-05-20;S;DI1;DI de um dia;100.000000;1.554484;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;76.000000;760852.28;;2023-11-29;PJ;61.486.650/0001-83;DASA;2026-06-10;S;DI1;DI de um dia;108.500000;1.440080;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;856.000000;896892.44;;2023-11-29;PJ;08.873.873/0001-10;ECORODOVIAS;2026-06-20;S;DI1;DI de um dia;100.000000;2.650000;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;186.000000;189212.24;;2023-11-29;PJ;06.626.253/0001-51;PAGUE MENOS;2026-07-15;S;DI1;DI de um dia;100.000000;1.765562;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;777.000000;577281.50;;2023-11-29;PJ;12.528.708/0001-07;AERIS;2026-07-31;S;DI1;DI de um dia;100.000000;2.044627;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;691.000000;743107.33;;2023-11-29;PJ;21.314.559/0001-66;MOVIDA PARTICIP;2026-09-15;S;DI1;DI de um dia;100.000000;2.699999;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;422.000000;255094.79;;2023-11-29;PJ;33.041.260/0652-90;VIA VAREJO;2026-09-15;S;DI1;DI de um dia;100.000000;29.414286;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;548.000000;221376.60;;2023-11-29;PJ;60.444.437/0001-46;LIGHT PARTICIPA;2026-10-15;S;DI1;DI de um dia;100.000000;1.438057;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;931.000000;376097.84;;2023-11-29;PJ;60.444.437/0001-46;LIGHT PARTICIPA;2026-10-15;S;DI1;DI de um dia;100.000000;1.861577;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;819.000000;330852.99;;2023-11-29;PJ;60.444.437/0001-46;LIGHT PARTICIPA;2026-10-15;S;DI1;DI de um dia;100.000000;1.640120;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;400.000000;373347.30;;2023-11-29;PJ;47.960.950/0001-21;MAGAZ LUIZA;2026-10-15;S;DI1;DI de um dia;100.000000;5.289702;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;1038.000000;968836.24;;2023-11-29;PJ;47.960.950/0001-21;MAGAZ LUIZA;2026-10-15;S;DI1;DI de um dia;100.000000;1.256648;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;999.000000;932434.88;;2023-11-29;PJ;47.960.950/0001-21;MAGAZ LUIZA;2026-10-15;S;DI1;DI de um dia;100.000000;1.794117;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;1255.000000;1302281.85;;2023-11-29;PJ;67.620.377/0001-14;MINERVA;2026-10-15;S;DI1;DI de um dia;100.000000;1.600000;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;55.000000;57072.11;;2023-11-29;PJ;67.620.377/0001-14;MINERVA;2026-10-15;S;DI1;DI de um dia;100.000000;2.602304;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;1014.000000;1064041.39;;2023-11-29;PJ;32.681.371/0001-72;VIX LOGISTICA S;2026-10-26;S;DI1;DI de um dia;100.000000;2.150000;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;554.000000;581340.17;;2023-11-29;PJ;32.681.371/0001-72;VIX LOGISTICA S;2026-10-26;S;DI1;DI de um dia;100.000000;2.389243;;S;N;
FI;00.817.677/0001-17;WESTERN ASSET ALPHA CREDIT RENDA FIXA FUNDO DE INVESTIMENTO CRÉDITO PRIVADO;2023-08-31;Debêntures;Debênture simples;N;Para negociação;;;;;1990.000000;2083016.24;;2023-11-29;PJ;06.626.253/0001-51;PAGUE MENOS;2026-11-05;S;DI1;DI de um dia;100.000000;1.831974;;S;N;
